tx	gene_id	H2	H27	H45	H47	H56	H74	H87	H91
ENST00000546789	ENSG00000257740	0	0	0	0	0	0	0	0
ENST00000546466	ENSG00000257727	0	0	0	0	0	0	0	0
ENST00000273308	ENSG00000257727	37.819	70.352	93.303	61.717	67.492	118.927	25.899	41.773
ENST00000546937	ENSG00000257727	5.747	24.914	53.688	3.744	12.505	13.813	1.765	17.611
ENST00000553191	ENSG00000257727	34.91	0	29.127	16.439	0	16.425	0	0
ENST00000551475	ENSG00000257727	9.617	8.984	14.618	0	0	0	11.889	14.511
ENST00000551286	ENSG00000257727	0	0	9.682	0	0	0	0	14.551
ENST00000551720	ENSG00000257727	12.512	14.432	7.487	6.238	0	17.309	0	5.553
ENST00000551276	ENSG00000257727	2	2	0	2	1	1	0	1
ENST00000547570	ENSG00000257727	0	0	0	0	0	0	0	22.061
ENST00000548013	ENSG00000257727	34.148	53.746	110.949	44.626	19.589	46.485	23.448	0
ENST00000553164	ENSG00000257727	0	0	0	0	0	0	0	0
ENST00000546388	ENSG00000257727	3.248	5.573	15.16	3.236	2.002	2.092	1.001	7.939
ENST00000610546	ENSG00000135473	0	0	0	0	7.18	0	4.274	30.959
ENST00000551359	ENSG00000135473	60.874	61.308	94.047	35.039	43.69	42.795	31.377	23.11
ENST00000440411	ENSG00000135473	34.797	32.976	118.602	30.049	31.088	72.756	13.476	15.499
ENST00000257931	ENSG00000135473	0	26.294	0	12.503	0	0	0	0
ENST00000547226	ENSG00000135473	46.657	102.737	169.204	25.658	73.792	93.561	41.473	57.519
ENST00000425394	ENSG00000135473	0	14.574	40.934	0	30.239	23.478	0	0
ENST00000548043	ENSG00000135473	0	0	0	0	0	0	0	0
ENST00000553230	ENSG00000135473	0	6.834	3.736	0	0	3.792	0	3.326
ENST00000547100	ENSG00000135473	0	4.104	6.039	0	4.754	2.384	0	3.699
ENST00000549090	ENSG00000135473	0	0	0	0	0	0	0	0
ENST00000550028	ENSG00000135473	0	12.217	0	0	0	0	0	0
ENST00000552630	ENSG00000135473	4	1	1	2	0	0	0	1
ENST00000549348	ENSG00000135473	0	0	0	2	2.171	0	0	1.007
ENST00000547994	ENSG00000135473	0	30.33	34.749	10.883	5.638	2.465	0	10.188
ENST00000552868	ENSG00000135473	0	2	1.759	7.547	1.752	1.891	3	0
ENST00000548982	ENSG00000135473	1	0	2	0	0	0	0	0
ENST00000549073	ENSG00000135473	0	3.143	10.723	0	0	0	0	0
ENST00000550555	ENSG00000135473	0	1	2	0	1	1	1	2
ENST00000547572	ENSG00000135473	1.481	0	1.268	0	0	0	0	0
ENST00000547518	ENSG00000135473	0	0	1.49	0	1.767	0	3.504	3.451
ENST00000549964	ENSG00000135473	9.191	26.482	34.447	13.32	18.928	36.879	11.896	2.241
ENST00000622119	ENSG00000110944	0	0	0	0	0	0	0	0
ENST00000619177	ENSG00000110944	0	0	0	0	0	0	0	0
ENST00000228534	ENSG00000110944	9	48	109	11	14	50	7	12
ENST00000556539	ENSG00000170581	8.488	0	18.955	62.419	44.721	30.767	35.117	4.016
ENST00000314128	ENSG00000170581	253.719	411.969	528.103	705.418	554.657	403.145	475.766	405.443
ENST00000698178	ENSG00000170581	48.235	0	76.006	64.609	0	38.82	47.817	0
ENST00000651301	ENSG00000170581	0	0	13.212	0	0	0	0	0
ENST00000698179	ENSG00000170581	0	18.913	31.225	28.549	17.171	13.48	17.201	22.969
ENST00000698180	ENSG00000170581	0	0	0	0	0	7.228	0	0
ENST00000698181	ENSG00000170581	105.217	74.185	174.05	112.22	93.362	0	97.103	54.786
ENST00000698182	ENSG00000170581	0	0	0	14.77	49.407	0	87.353	0
ENST00000698183	ENSG00000170581	66.213	0	24.214	123.709	86.432	211.145	0	94.234
ENST00000698184	ENSG00000170581	31.753	0	0	33.24	48.755	0	0	0
ENST00000698185	ENSG00000170581	0	110.382	12.105	0	0	75.972	54.776	0
ENST00000698186	ENSG00000170581	0	0	0	0	0	30.967	0	0
ENST00000698187	ENSG00000170581	0	0	4.581	15.82	13.208	0	4.806	0
ENST00000698188	ENSG00000170581	19.619	0	0	0	0	0	0	0
ENST00000651915	ENSG00000170581	0	0	5.583	18.486	24.092	0	0	0
ENST00000555488	ENSG00000170581	7.467	35.539	41.958	32.558	19.178	13.536	27.242	20.187
ENST00000651078	ENSG00000170581	0	0	37.499	14.261	33.588	28.789	103.416	16.331
ENST00000651805	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000652091	ENSG00000170581	0	0	76.923	108.265	257.505	24.234	90.363	0
ENST00000651934	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000652741	ENSG00000170581	23.608	0	0	0	0	0	0	0
ENST00000650805	ENSG00000170581	9.662	0	11.868	44.861	31.603	0	14.127	14.413
ENST00000698189	ENSG00000170581	0	0	0	55.815	24.169	23.577	19.991	26.113
ENST00000652624	ENSG00000170581	0	23.577	0	0	0	0	4.315	5.867
ENST00000698190	ENSG00000170581	0	0	0	0	107.883	0	0	14.06
ENST00000698191	ENSG00000170581	0	0	20.226	0	58.283	0	29.29	46.944
ENST00000698192	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000556140	ENSG00000170581	0	28.394	103.668	239.371	51.514	125.76	0	0
ENST00000698193	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000651967	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000652398	ENSG00000170581	0	0	0	0	0	26.207	6.211	0
ENST00000651339	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000557235	ENSG00000170581	63.764	47.714	168.134	165.868	162.377	0	112.732	61.293
ENST00000557199	ENSG00000170581	0	0	0	0	0	0	0	0
ENST00000698194	ENSG00000170581	0	0	75.449	54.246	0	49.617	0	35.649
ENST00000418572	ENSG00000170581	26.362	23.714	0	0	0	48.414	0	0
ENST00000555519	ENSG00000170581	0	0	0	0	0	0	2.194	0
ENST00000557252	ENSG00000170581	0	12.774	0	0	0	0	0	0
ENST00000557156	ENSG00000170581	0	0	0	0	0	0	3.168	0
ENST00000516397	ENSG00000252206	0	0	0	0	0	0	0	0
ENST00000698195	ENSG00000170581	23.987	62.013	73.495	83.971	69.93	45.632	63.845	65.99
ENST00000557417	ENSG00000170581	0	52.088	10.352	60.996	55.488	18.881	29.884	32.707
ENST00000555646	ENSG00000170581	1.905	1.739	2.392	16.55	41.68	2.832	9.286	0
ENST00000398189	ENSG00000175336	0	0	0	0	0	1	0	9
ENST00000615621	ENSG00000274823	0	0	0	0	0	0	0	0
ENST00000554784	ENSG00000259099	0	0	0	0	0	0	0	1
ENST00000610448	ENSG00000276272	0	0	0	0	0	0	0	4
ENST00000620583	ENSG00000274569	0	0	0	0	0	1	0	1
ENST00000553532	ENSG00000111602	12.682	37.28	69.46	39.723	36.893	30.045	4.031	42.007
ENST00000229201	ENSG00000111602	27.308	43.919	59.217	21.42	0	47.892	32.933	4.113
ENST00000557589	ENSG00000111602	4.01	6.379	23.322	3.857	9.107	5.063	2.036	19.338
ENST00000553314	ENSG00000111602	0	4.422	0	0	0	0	0	0
ENST00000555808	ENSG00000111602	0	0	1	0	1	0	0	8.543
ENST00000652304	ENSG00000135517	0	0	0	0	0	0	0	17
ENST00000648304	ENSG00000285528	0	0	0	0	0	0	0	0
ENST00000648442	ENSG00000135517	0	0	0	0	0	0	0	0
ENST00000650166	ENSG00000135517	0	0	0	0	0	0	0	0
ENST00000555551	ENSG00000135517	0	0	0	0	0	0	0	1
ENST00000338146	ENSG00000176422	56	131	295	46	54	163	50	167
ENST00000539272	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000623608	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000610413	ENSG00000135423	0	0	0	0	0	0	0	2.971
ENST00000390288	ENSG00000135423	0	0	0	5.344	3	1.154	0	4.362
ENST00000424141	ENSG00000135423	4	0	0	5.656	0	0	2.404	0
ENST00000479952	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000311966	ENSG00000135423	0	7	31	0	0	7.846	0	6.667
ENST00000486433	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000476991	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000496006	ENSG00000135423	0	0	1	0	0	0	0	0
ENST00000486896	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000494474	ENSG00000135423	0	0	0	0	1	0	0	0
ENST00000461077	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000494345	ENSG00000135423	0	0	0	0	0	0	1.596	0
ENST00000483347	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000471282	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000491880	ENSG00000135423	0	0	0	0	0	0	0	0
ENST00000547203	ENSG00000257576	0	0	2	1	0	1	0	15
ENST00000262031	ENSG00000076067	53.009	87.943	94.598	78	39.623	66	33.223	108.001
ENST00000552247	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000551369	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000552916	ENSG00000076067	0	0	1.402	0	1.377	0	1.777	0
ENST00000549945	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000550726	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000542360	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000639027	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000552228	ENSG00000076067	0	0	0	0	0	0	0	0
ENST00000364709	ENSG00000201579	0	0	0	0	0	0	0	0
ENST00000549884	ENSG00000076108	201.516	59.903	144.773	329	244.616	98.801	182.6	153.747
ENST00000379441	ENSG00000076108	0	0	0	0	111.793	0	57.126	0
ENST00000551812	ENSG00000076108	469.23	434.577	632.459	832.7	925.988	475.61	566.059	356.793
ENST00000549787	ENSG00000076108	0	0	0	0	6.094	0	2.42	0
ENST00000553222	ENSG00000076108	4.261	0	2.324	2.896	4.642	1.176	3.109	0
ENST00000547453	ENSG00000076108	0	0	0	0	0	0	0	0
ENST00000551759	ENSG00000076108	11.954	17.186	29.967	26.217	60.919	17.428	23.797	31.958
ENST00000549763	ENSG00000076108	2.009	0	0	1.653	4.302	8.126	0	0
ENST00000548578	ENSG00000076108	7.254	13.345	7.885	8.986	3.725	5.311	2.066	12.869
ENST00000547650	ENSG00000076108	0	0	0	0	0	1.371	0	0
ENST00000551996	ENSG00000076108	2.17	0	0	2.897	8.784	1.098	5.954	0
ENST00000549327	ENSG00000076108	6	2	3	4	12	1	4	5
ENST00000547647	ENSG00000076108	2.596	4.947	6.397	14.229	25.464	5.081	9.658	1.556
ENST00000551959	ENSG00000076108	0	0	0	0	0	0	0	0
ENST00000546695	ENSG00000076108	1.066	1.043	1.056	3.455	0	2	2.382	0
ENST00000549506	ENSG00000076108	8.944	3	5.138	17.965	13.672	9	9.829	2.078
ENST00000550730	ENSG00000076108	0	0	0	0	0	0	0	0
ENST00000548474	ENSG00000110955	0	0	0	0	0	0	0	47.736
ENST00000262030	ENSG00000110955	2036.962	3482.114	3907.739	2747.572	1768.722	3323.933	2014.935	1506.756
ENST00000551182	ENSG00000110955	3.757	0	7.36	1.403	1.357	0	4.847	2.068
ENST00000547808	ENSG00000110955	0	0	0	0	0	0	0	0
ENST00000547250	ENSG00000110955	0	0	0	0	0	0	0	0
ENST00000551020	ENSG00000110955	0	8.898	6.545	5.093	4.499	6.23	3.114	0
ENST00000550162	ENSG00000110955	53.375	69.988	102.029	67.555	44.98	38.077	46.104	76.44
ENST00000552959	ENSG00000110955	13.905	0	19.326	10.378	0	0	0	0
ENST00000551570	ENSG00000110955	0	0	0	0	1.442	2.055	0	0
ENST00000553007	ENSG00000110955	0	0	0	0	0	5.705	0	0
ENST00000548647	ENSG00000110955	0	0	0	0	0	0	0	0
ENST00000384304	ENSG00000207031	0	0	0	0	0	0	0	0
ENST00000537473	ENSG00000110958	36.121	61.922	101.684	41.028	37.943	72.717	49.097	43.935
ENST00000614328	ENSG00000110958	5.37	0	30.959	0	12.308	11.536	0	4.166
ENST00000262033	ENSG00000110958	709.44	1527.102	797.987	558.384	303.568	720.677	379.331	191.746
ENST00000414274	ENSG00000110958	33.002	12.128	26.37	20.845	35.586	11.071	44.052	33.153
ENST00000436399	ENSG00000110958	5.906	0	0	0	0	0	0	0
ENST00000448157	ENSG00000110958	7.161	13.848	0	2.743	3.595	0	1.52	0
ENST00000456859	ENSG00000110958	0	0	0	0	0	0	0	0
ENST00000482040	ENSG00000241217	2	1	4	3	2	2	2	4
ENST00000678066	ENSG00000196531	0	7.81	18.607	2.423	0	0	0	0
ENST00000678047	ENSG00000196531	0	0	0	0	0	0	0	0
ENST00000678416	ENSG00000196531	0	0	0	0	0	0	0	0
ENST00000546862	ENSG00000196531	5.372	0	22.122	7.422	0	14.131	2.121	0
ENST00000679092	ENSG00000196531	127.811	118.99	184.774	58.508	74.54	132.646	48.378	49.101
ENST00000550952	ENSG00000196531	0	0	0	0	0	0	1.127	3.369
ENST00000454682	ENSG00000196531	0	0	0	0	0	1.046	0	5.574
ENST00000550920	ENSG00000196531	12.163	0	47.169	24.817	2.752	20.441	7.419	16.204
ENST00000678376	ENSG00000196531	1848.786	1928.149	4341.273	1734.941	799.703	2731.437	1398.913	603.3
ENST00000356769	ENSG00000196531	12.624	44.665	84.373	23.721	41.451	73.95	10.809	45.429
ENST00000676873	ENSG00000196531	0	0	0	0	15.039	0	0	0
ENST00000552540	ENSG00000196531	0	0	8.959	0	0	0	0	0
ENST00000393891	ENSG00000196531	161.199	298.969	328.113	148.184	112.905	249.58	120.118	73.998
ENST00000548386	ENSG00000196531	40.504	78.595	104.057	60.067	56.576	60.995	31.057	49.495
ENST00000548563	ENSG00000196531	0	13.116	0	0	13.339	0	0	3.018
ENST00000546392	ENSG00000196531	76.25	228.563	379.147	115.875	65.579	190.404	134.447	109.316
ENST00000547914	ENSG00000196531	0	0	0	0	0	3.345	3.546	0
ENST00000546410	ENSG00000196531	1.452	4.124	11.651	1.18	1.284	4.279	4.652	4.565
ENST00000549259	ENSG00000196531	0	0	186.577	0	74.23	0	12.145	237.593
ENST00000551775	ENSG00000196531	124.285	294.765	67.497	37.386	0	96.633	51.077	0
ENST00000552055	ENSG00000196531	0	0	0	0	0	0	0	0
ENST00000549855	ENSG00000196531	732.363	1399.312	2222.293	817.028	645.956	1508.942	590.487	553.574
ENST00000551793	ENSG00000196531	18.42	16.748	11.077	1.312	11.604	9.564	11.651	11.887
ENST00000551520	ENSG00000196531	5.771	1.064	5.31	0	1.043	2.106	1.054	4.468
ENST00000550343	ENSG00000196531	0	0	1.001	0	1	0	0	0
ENST00000548084	ENSG00000196531	0	0	0	0	0	1.501	0	3.112
ENST00000647707	ENSG00000285625	0	3.245	0	5.394	0	0	0	0
ENST00000672280	ENSG00000198056	3.742	22.623	48.202	9.961	0	15.177	5.206	10.549
ENST00000338193	ENSG00000198056	32.845	84.732	83.895	0	10.784	44.703	33.127	16.451
ENST00000552590	ENSG00000198056	0	40.635	32.35	29.656	37.287	31.895	0	18.745
ENST00000549549	ENSG00000198056	0	0	0	0	0	0	0	0
ENST00000550770	ENSG00000198056	0	0	0	3.126	0	0	0	0
ENST00000550224	ENSG00000198056	5.285	8.894	12.089	0	2.311	2.309	1.235	2.255
ENST00000546761	ENSG00000198056	0	0	1.029	0	0	0	0	0
ENST00000548173	ENSG00000198056	0	0	10.435	0	1.619	6.916	6.433	0
ENST00000552408	ENSG00000198056	2.128	4	1	0	0	1	0	2
ENST00000555159	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000555805	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000554643	ENSG00000025423	0	12	0	0	0	0	0	0
ENST00000556650	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000554150	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000556481	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000554155	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000322165	ENSG00000025423	2	0	4	0	1	1	1	2
ENST00000556875	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000553476	ENSG00000025423	0	0	0	0	0	0	0	0
ENST00000557452	ENSG00000258679	0	0	2	0	0	0	0	21
ENST00000611595	ENSG00000273536	0	0	0	0	0	0	0	0
ENST00000553271	ENSG00000258816	0	0	0	0	0	0	0	0
ENST00000391081	ENSG00000212383	0	0	0	0	0	0	0	0
ENST00000556917	ENSG00000258679	0	0	0	0	0	0	0	0
ENST00000293502	ENSG00000170426	0	0	0	0	0	0	0	13
ENST00000617239	ENSG00000278400	0	0	0	0	0	0	0	0
ENST00000398138	ENSG00000139547	1	0	4.255	1.684	0	2.647	0	0
ENST00000360752	ENSG00000139547	4	18	29.745	5.316	11	20.353	11	33
ENST00000611536	ENSG00000278399	0	0	0	0	0	0	0	0
ENST00000670536	ENSG00000287715	0	0	2	1	0	0	0	21
ENST00000300098	ENSG00000166856	1	0	0	0	0	0	0	13
ENST00000556850	ENSG00000166856	0	0	0	0	0	0	0	0
ENST00000622922	ENSG00000166856	0	0	0	0	0	0	0	0
ENST00000300101	ENSG00000166860	92	193	349	98	87	192	64	110
ENST00000458521	ENSG00000166863	0	4	0	0	0	0	0	0
ENST00000357616	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000379411	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000393867	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000423597	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000438756	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000441881	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000300108	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000415231	ENSG00000166863	0	0	0	0	0	0	0	0
ENST00000496757	ENSG00000166863	0	0	0	0	0	1	0	0
ENST00000300119	ENSG00000166866	0	0	9	0	0	2	5	0
ENST00000442789	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000554234	ENSG00000166866	1	12	0	5	1	0	0	6
ENST00000477864	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000487083	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000476795	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000492945	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000433964	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000471791	ENSG00000166866	0	0	0	0	0	0	0	0
ENST00000379391	ENSG00000166881	0	0	43.747	35.257	0	0	0	0
ENST00000300128	ENSG00000166881	144.868	342.484	589.155	200.404	106.097	330	170.027	227.322
ENST00000554340	ENSG00000166881	2.132	16.516	18.098	10.339	2.903	0	3.973	1.678
ENST00000553654	ENSG00000166881	0	0	0	0	0	0	0	0
ENST00000555857	ENSG00000166886	0	0	0	0	0	0	0	3.783
ENST00000342556	ENSG00000166886	3.431	14.754	28.825	3.585	0	35.234	2.248	8.685
ENST00000300131	ENSG00000166886	27.569	23.246	110.175	58.415	33	33.444	21.752	26.406
ENST00000554718	ENSG00000166886	0	0	0	0	0	0	0	0
ENST00000554839	ENSG00000166886	0	0	0	0	0	2.321	0	1.126
ENST00000300134	ENSG00000166888	2216.023	1033.567	1678.241	3795.111	2696.789	1523.828	2806.473	1660.825
ENST00000651176	ENSG00000166888	0	0	0	0	0	12.261	0	5.65
ENST00000553533	ENSG00000166888	19.406	87.095	128.68	24.012	65.698	78.404	59.221	63.699
ENST00000554764	ENSG00000166888	125.178	65.591	218.479	511.027	165.676	108.089	222.819	93.725
ENST00000555222	ENSG00000166888	31.36	15.344	35.286	86.071	64.518	31.459	72.824	57.165
ENST00000538913	ENSG00000166888	2.697	7.657	2.418	32.079	0	9.134	7.18	8.512
ENST00000557563	ENSG00000166888	0	0	0	0	0	3.077	1.62	1.941
ENST00000543873	ENSG00000166888	0	0	0	0	0	0	0	0
ENST00000556155	ENSG00000166888	0	0	0	0	0	0	0	0
ENST00000537215	ENSG00000166888	2.544	0	2.201	6.714	0	0	0	0
ENST00000454075	ENSG00000166888	29.059	22.208	46.262	97.778	25.501	29.238	22.481	15.046
ENST00000640254	ENSG00000166888	3.023	26.49	9.338	44.922	14.425	10.113	18.174	17.385
ENST00000555318	ENSG00000166888	0	0	0	0	0	0	1.318	0
ENST00000554202	ENSG00000166888	1	0	0	0	0	0	0	0
ENST00000555375	ENSG00000166888	24.806	4.042	24.134	66.521	18.659	19.525	49.054	8.118
ENST00000557781	ENSG00000166888	125.64	78.681	142.195	288.511	182.457	100.311	181.023	71.085
ENST00000555641	ENSG00000166888	467.943	193.356	348.098	929.703	663.714	286.664	539.669	250.587
ENST00000555849	ENSG00000166888	0	0	0	0	0	0	0	0
ENST00000556259	ENSG00000166888	1.328	0	1.394	0	1.61	1.633	2.818	0
ENST00000553499	ENSG00000166888	0	0	0	0	0	0	0	0
ENST00000553397	ENSG00000166888	0	5.361	3.606	0	0	0	0	0
ENST00000555104	ENSG00000166888	0	0	0	0	0	0	0	0
ENST00000554663	ENSG00000166888	0	0	0	0	0	0	0	0
ENST00000557635	ENSG00000166888	20.44	7.927	14.081	19.342	13.92	10.23	25.689	3.045
ENST00000553275	ENSG00000166888	11.553	10.681	17.587	21.21	4.034	12.035	11.637	5.218
ENST00000243077	ENSG00000123384	372.893	314.341	296.063	405.353	469.976	244.382	205.94	351.317
ENST00000553277	ENSG00000123384	60.912	25.776	61.783	65.073	112.835	71.399	51.478	67.714
ENST00000338962	ENSG00000123384	5.924	6.041	2.5	5.627	5.614	2.39	0	10.186
ENST00000554174	ENSG00000123384	85.154	37.622	83.42	55.005	42.944	39.829	32.541	45.781
ENST00000555461	ENSG00000259125	0	0	0	0	0	0	0	4
ENST00000554476	ENSG00000259125	0	0	0	0	0	0	0	0
ENST00000556830	ENSG00000123384	2.117	3	10.234	7.411	14	7	4	22
ENST00000553446	ENSG00000123384	0	0	0	0	0	0	0	0
ENST00000554118	ENSG00000123384	0	0	0	0	0	0	0	0
ENST00000408438	ENSG00000221365	0	0	0	0	0	0	0	0
ENST00000555941	ENSG00000123384	0	0	0	0	0	0	0	0
ENST00000555124	ENSG00000123384	0	0	0	0	0	0	0	0
ENST00000556247	ENSG00000123384	0	0	0	0	1	0	0	0
ENST00000451724	ENSG00000123384	0	4.761	2	2.382	5.163	3	1.041	7.14
ENST00000556356	ENSG00000123384	0	1.46	0	3.149	1.469	0	0	2.862
ENST00000349394	ENSG00000182379	0	0	1	0	0	0	0	4
ENST00000556415	ENSG00000182379	0	0	0	0	0	0	0	0
ENST00000555154	ENSG00000182379	0	0	0	0	0	0	0	0
ENST00000617433	ENSG00000276727	0	0	0	0	0	0	0	1
ENST00000556825	ENSG00000182199	0	0	4.52	0	7.581	2.698	0	0
ENST00000557740	ENSG00000182199	0	0	1.173	0	0	1.211	2.618	1.212
ENST00000554600	ENSG00000182199	11.323	20.413	45.982	0	2.6	49.532	0	8.11
ENST00000553324	ENSG00000182199	0	0	3.36	0	0	0	0	1.087
ENST00000554467	ENSG00000182199	7.718	33.409	82.544	15.7	8.815	26.824	5.563	33.376
ENST00000557487	ENSG00000182199	0	0	0	0	8.295	0	0	0
ENST00000328923	ENSG00000182199	145.528	153.52	596.493	158.572	109.59	241.066	133.615	135.471
ENST00000553950	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000555634	ENSG00000182199	0	30.873	0	32.124	0	0	0	0
ENST00000556689	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000557269	ENSG00000182199	0	0	1.408	0	0	0	0	0
ENST00000555563	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000557433	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000414700	ENSG00000182199	41.431	17.278	8.907	12.616	0	0	0	0
ENST00000557348	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000557703	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000553529	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000554310	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000557302	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000554656	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000557427	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000553474	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000555773	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000554975	ENSG00000182199	0	0	0	0	19.69	31.131	0	41.454
ENST00000449049	ENSG00000182199	0	0	3.73	4.66	0	0	0	0
ENST00000555774	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000555116	ENSG00000182199	0	1.85	0	0	0	3.496	0	0
ENST00000553837	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000554604	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000553949	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000556737	ENSG00000182199	0	1.656	1.883	0	0	0	0	0
ENST00000553868	ENSG00000182199	0	0	0	4.328	0	5.044	0	0
ENST00000555213	ENSG00000182199	0	0	0	0	7.428	0	5.204	4.29
ENST00000557529	ENSG00000182199	0	0	0	0	0	0	0	0
ENST00000556798	ENSG00000182199	0	0	0	0	1	0	0	1
ENST00000554503	ENSG00000185633	0	2	0	0	0	0	0	0
ENST00000393825	ENSG00000185633	0	0	0	0	0	0	0	1
ENST00000555173	ENSG00000185633	0	0	0	0	0	0	0	0
ENST00000556732	ENSG00000185633	2	0	0	0	0	0	0	0
ENST00000554688	ENSG00000185633	0	0	0	0	0	0	0	3
ENST00000556234	ENSG00000185633	0	0	0	0	0	0	0	0
ENST00000557276	ENSG00000185633	0	0	2	0	0	0	0	12
ENST00000554578	ENSG00000185482	31	8.958	0	38.922	35	37	18	23
ENST00000332782	ENSG00000185482	0	0	31	0	0	0	0	0
ENST00000557176	ENSG00000185482	0	0	0	1.685	0	0	0	0
ENST00000546246	ENSG00000185482	0	0	0	0	0	0	0	0
ENST00000554003	ENSG00000185482	0	1	0	4.393	0	0	0	0
ENST00000553489	ENSG00000185482	0	4.042	0	0	0	0	0	0
ENST00000553294	ENSG00000185482	0	0	0	0	0	0	0	0
ENST00000548184	ENSG00000258830	0	0	0	0	0	0	0	0
ENST00000393811	ENSG00000179912	42.563	49.55	52.39	37.888	50.257	30.686	48.073	44.03
ENST00000347140	ENSG00000179912	0	0	0	0	0	0	0	0
ENST00000402412	ENSG00000179912	67.428	61.528	102.689	120.2	150.619	70.765	51.653	41.412
ENST00000358907	ENSG00000179912	0	0	0	0	0	0	0	0
ENST00000441731	ENSG00000179912	0	0	0	0	0	0	0	0
ENST00000634871	ENSG00000179912	2.171	16.883	42.027	29.309	3.026	20.523	43.744	26.275
ENST00000429355	ENSG00000179912	0	1.677	0	3.119	0	0	0	0
ENST00000403821	ENSG00000179912	6.691	3.57	1.886	0	0	1.989	1.764	0
ENST00000548161	ENSG00000179912	0	0	0	0	0	0	0	0
ENST00000546843	ENSG00000179912	2.176	0	0	0	0	0	0	0
ENST00000547262	ENSG00000179912	0	0	0	0	0	6.264	0	0
ENST00000547019	ENSG00000179912	5.393	4.503	0	3.476	1.093	0	0	0
ENST00000552428	ENSG00000179912	0	1.288	2.084	2.243	0	1.143	0	0
ENST00000551465	ENSG00000179912	5.578	26	24.923	14.765	50.005	21.629	11.766	16.283
ENST00000448732	ENSG00000179912	0	0	0	0	0	0	0	0
ENST00000364328	ENSG00000201198	0	0	0	0	0	0	0	0
ENST00000547552	ENSG00000258001	0	0	0	0	0	0	0	0
ENST00000309668	ENSG00000175189	0	0	0	0	0	0	0	12
ENST00000551553	ENSG00000139269	0	0	0	0	0	0	0	0
ENST00000547970	ENSG00000139269	0	0	0	0	0	0	0	0
ENST00000266646	ENSG00000139269	0	0	0	0	0	0	0	11
ENST00000553033	ENSG00000139269	0	0	0	0	0	0	0	0
ENST00000656936	ENSG00000287200	1	7	1	0	8	1	5	17
